total_prize_real,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
145100.0,-669300.0,-669300,0,0,0,0,1,19,36,261,215,424
152700.0,-661700.0,-661700,0,0,0,0,2,20,38,258,214,449
139300.0,-675100.0,-675100,0,0,0,0,1,18,26,246,194,471
152600.0,-661800.0,-661800,0,0,0,0,2,18,38,264,219,448
200400.0,-614000.0,-614000,0,0,0,2,6,21,34,252,189,430
142500.0,-671900.0,-671900,0,0,0,0,0,19,38,253,213,442
147000.0,-667400.0,-667400,0,0,0,0,2,20,33,246,210,432
166900.0,-647500.0,-647500,0,0,0,1,2,20,43,221,184,468
160000.0,-654400.0,-658600,0,0,0,1,1,18,27,265,197,449
160500.0,-653900.0,-666000,0,0,0,1,2,17,34,259,184,426
174300.0,-640100.0,-640100,0,0,0,1,4,23,34,249,191,432
168600.0,-645800.0,-645800,0,0,0,1,0,27,36,246,210,460
151400.0,-663000.0,-663000,0,0,0,0,4,17,40,231,175,477
135800.0,-678600.0,-678600,0,0,0,0,2,11,30,229,186,469
175300.0,-639100.0,-639100,0,0,0,1,5,19,30,255,187,452
201200.0,-613200.0,-613200,0,0,0,2,6,21,26,238,209,444
168400.0,-646000.0,-646000,0,0,0,1,2,22,41,228,197,442
149800.0,-664600.0,-664600,0,0,0,0,2,16,40,264,214,438
167300.0,-647100.0,-647100,0,0,0,0,4,25,43,256,209,467
160000.0,-654400.0,-654400,0,0,0,0,4,21,36,286,211,420
177800.0,-636600.0,-636600,0,0,0,1,4,22,42,253,189,443
154300.0,-660100.0,-660100,0,0,0,0,2,25,32,276,198,463
177000.0,-637400.0,-637400,0,0,0,1,3,24,36,267,200,447
138400.0,-676000.0,-676000,0,0,0,0,1,12,38,250,203,440
156900.0,-657500.0,-657500,0,0,0,0,4,19,31,244,221,447
158300.0,-656100.0,-656100,0,0,0,0,5,16,38,245,194,470
183200.0,-631200.0,-631200,0,0,0,1,5,20,37,272,202,448
150700.0,-663700.0,-663700,0,0,0,0,2,18,33,269,215,452
146700.0,-667700.0,-667700,0,0,0,0,2,18,34,280,210,407
172000.0,-642400.0,-642400,0,0,0,1,2,21,30,265,212,463
185300.0,-629100.0,-629300,0,0,0,2,2,18,35,254,219,397
144300.0,-670100.0,-670100,0,0,0,0,3,10,38,241,203,444
141500.0,-672900.0,-672900,0,0,0,0,2,16,30,232,216,423
152400.0,-662000.0,-662000,0,0,0,0,2,23,36,252,204,456
158500.0,-655900.0,-655900,0,0,0,0,5,16,36,284,194,441
174100.0,-640300.0,-640300,0,0,0,1,3,16,41,252,203,471
165400.0,-649000.0,-649000,0,0,0,0,6,19,43,251,205,429
