total_prize_fixed,total_prize_real,net_profit_fixed,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
148500,148500.0,-665900,-665900.0,-665900,0,0,0,0,4,16,32,269,190,420
182400,182400.0,-632000,-632000.0,-632000,0,0,0,1,8,14,32,261,180,443
207400,207400.0,-607000,-607000.0,-607000,0,0,0,2,6,21,40,272,182,470
146600,146600.0,-667800,-667800.0,-667800,0,0,0,0,2,14,45,259,195,445
184900,184900.0,-629500,-629500.0,-629500,0,0,0,1,5,27,41,249,195,430
133900,133900.0,-680500,-680500.0,-680500,0,0,0,0,0,14,37,253,202,422
140200,140200.0,-674200,-674200.0,-674200,0,0,0,0,0,19,40,249,201,439
167300,167300.0,-647100,-647100.0,-647100,0,0,0,1,2,21,35,234,208,435
154200,154200.0,-660200,-660200.0,-660200,0,0,0,0,3,27,44,258,180,412
182000,182000.0,-632400,-632400.0,-632400,0,0,0,1,4,23,44,243,208,441
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,3,21,27,277,202,432
178200,178200.0,-636200,-636200.0,-636200,0,0,0,0,7,21,35,265,217,495
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,2,23,42,274,213,425
174900,174900.0,-639500,-639500.0,-639500,0,0,0,1,5,18,26,268,202,429
344800,344800.0,-469600,-469600.0,-615900,0,0,1,2,3,15,41,270,203,468
327300,327300.0,-487100,-487100.0,-487100,0,0,1,1,4,21,32,254,197,469
150000,150000.0,-664400,-664400.0,-664400,0,0,0,1,0,20,23,267,172,437
185700,185700.0,-628700,-628700.0,-628700,0,0,0,1,5,21,30,265,221,462
198700,198700.0,-615700,-615700.0,-615700,0,0,0,2,4,20,37,256,214,435
141700,141700.0,-672700,-672700.0,-672700,0,0,0,0,1,17,47,243,185,440
171000,171000.0,-643400,-643400.0,-643400,0,0,0,1,3,22,42,244,180,442
160400,160400.0,-654000,-654000.0,-654000,0,0,0,0,5,20,32,257,192,475
155800,155800.0,-658600,-658600.0,-658600,0,0,0,0,3,24,36,246,205,446
151200,151200.0,-663200,-663200.0,-663200,0,0,0,0,3,21,24,255,209,455
176400,176400.0,-638000,-638000.0,-638000,0,0,0,0,6,28,33,285,211,461
157900,157900.0,-656500,-656500.0,-656500,0,0,0,0,5,17,36,252,199,449
303100,303100.0,-511300,-511300.0,-511300,0,0,1,0,3,23,28,256,212,435
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,4,17,44,248,191,459
170200,170200.0,-644200,-644200.0,-644200,0,0,0,1,4,19,29,262,188,436
149400,149400.0,-665000,-665000.0,-665000,0,0,0,0,2,23,36,261,181,463
166700,166700.0,-647700,-647700.0,-647700,0,0,0,1,4,17,24,279,179,438
319400,319400.0,-495000,-495000.0,-495000,0,0,1,1,2,17,38,277,214,421
165100,165100.0,-649300,-649300.0,-649300,0,0,0,1,2,20,35,269,186,430
141000,141000.0,-673400,-673400.0,-673400,0,0,0,0,1,13,32,275,199,465
160300,160300.0,-654100,-654100.0,-654100,0,0,0,0,3,22,38,262,211,471
178600,178600.0,-635800,-635800.0,-635800,0,0,0,1,4,20,40,262,208,428
149500,149500.0,-664900,-664900.0,-664900,0,0,0,0,3,16,28,283,195,462
156300,156300.0,-658100,-658100.0,-658100,0,0,0,0,3,19,41,269,219,420
140100,140100.0,-674300,-674300.0,-674300,0,0,0,0,0,20,43,243,205,416
295000,295000.0,-519400,-519400.0,-519400,0,0,1,0,3,14,39,246,200,416
164900,164900.0,-649500,-649500.0,-649500,0,0,0,1,2,14,26,275,209,460
166500,166500.0,-647900,-647900.0,-647900,0,0,0,0,5,23,45,256,209,427
295800,295800.0,-518600,-518600.0,-518600,0,0,1,0,2,14,42,255,197,449
180200,180200.0,-634200,-634200.0,-634200,0,0,0,1,6,15,36,240,209,440
144100,144100.0,-670300,-670300.0,-670300,0,0,0,0,3,16,41,251,174,430
141900,141900.0,-672500,-672500.0,-672500,0,0,0,0,0,19,36,260,206,451
160800,160800.0,-653600,-653600.0,-653600,0,0,0,0,5,19,35,267,204,441
188900,188900.0,-625500,-625500.0,-625500,0,0,0,1,5,24,38,260,208,469
146900,146900.0,-667500,-667500.0,-667500,0,0,0,0,1,23,35,234,222,427
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,2,20,36,268,197,447
185600,185600.0,-628800,-628800.0,-628800,0,0,0,1,6,25,35,265,173,465
165000,165000.0,-649400,-649400.0,-649400,0,0,0,0,6,22,40,252,185,452
190200,190200.0,-624200,-624200.0,-624200,0,0,0,2,3,15,34,291,197,441
344700,344700.0,-469700,-469700.0,-498700,0,0,1,2,2,26,40,251,193,462
141000,141000.0,-673400,-673400.0,-673400,0,0,0,0,1,20,33,241,190,457
157100,157100.0,-657300,-657300.0,-657300,0,0,0,0,2,28,37,241,207,464
164600,164600.0,-649800,-649800.0,-649800,0,0,0,0,5,17,37,259,222,459
158800,158800.0,-655600,-655600.0,-655600,0,0,0,0,4,16,35,280,201,478
162800,162800.0,-651600,-651600.0,-651600,0,0,0,0,3,30,38,249,201,465
166300,166300.0,-648100,-648100.0,-648100,0,0,0,0,4,26,48,245,209,440
163400,163400.0,-651000,-651000.0,-651000,0,0,0,0,5,20,43,291,208,395
142000,142000.0,-672400,-672400.0,-672400,0,0,0,0,1,20,32,227,208,449
150400,150400.0,-664000,-664000.0,-664000,0,0,0,0,5,15,36,251,179,431
170600,170600.0,-643800,-643800.0,-643800,0,0,0,1,2,23,39,235,207,437
169500,169500.0,-644900,-644900.0,-644900,0,0,0,1,1,27,45,262,204,389
182100,182100.0,-632300,-632300.0,-632300,0,0,0,1,5,27,36,245,194,428
180500,180500.0,-633900,-633900.0,-633900,0,0,0,1,5,20,36,255,204,438
158700,158700.0,-655700,-655700.0,-655700,0,0,0,0,3,20,42,253,206,474
149700,149700.0,-664700,-664700.0,-664700,0,0,0,0,2,27,25,261,183,474
162300,162300.0,-652100,-652100.0,-652100,0,0,0,0,7,17,31,258,205,415
141300,141300.0,-673100,-673100.0,-673100,0,0,0,0,0,21,33,236,213,451
160400,160400.0,-654000,-654000.0,-654000,0,0,0,1,2,18,23,238,191,468
141200,141200.0,-673200,-673200.0,-673200,0,0,0,0,1,17,34,243,205,447
166800,166800.0,-647600,-647600.0,-647600,0,0,0,1,2,12,44,256,211,438
191500,191500.0,-622900,-622900.0,-622900,0,0,0,2,3,15,40,274,200,441
167500,167500.0,-646900,-646900.0,-646900,0,0,0,0,3,29,39,269,216,466
306900,306900.0,-507500,-507500.0,-507500,0,0,1,0,3,21,39,274,194,463
142500,142500.0,-671900,-671900.0,-671900,0,0,0,0,2,17,40,241,191,426
152500,152500.0,-661900,-661900.0,-661900,0,0,0,0,1,22,46,297,186,456
302900,302900.0,-511500,-511500.0,-511500,0,0,1,0,4,20,35,248,186,449
181500,181500.0,-632900,-632900.0,-632900,0,0,0,2,2,14,29,279,207,414
188300,188300.0,-626100,-626100.0,-626100,0,0,0,1,3,31,43,224,232,455
165600,165600.0,-648800,-648800.0,-648800,0,0,0,1,1,20,28,248,221,454
172200,172200.0,-642200,-642200.0,-642200,0,0,0,1,3,19,49,242,182,448
161000,161000.0,-653400,-653400.0,-653400,0,0,0,1,0,19,39,248,212,430
172700,172700.0,-641700,-641700.0,-641700,0,0,0,1,4,19,30,255,209,422
324200,324200.0,-490200,-490200.0,-516100,0,0,1,2,3,12,25,248,154,470
146800,146800.0,-667600,-667600.0,-667600,0,0,0,0,2,20,38,245,179,473
169300,169300.0,-645100,-645100.0,-645100,0,0,0,1,1,21,40,264,213,435
204400,204400.0,-610000,-610000.0,-610000,0,0,0,2,5,21,31,283,203,463
150100,150100.0,-664300,-664300.0,-664300,0,0,0,0,2,20,38,277,204,424
174000,174000.0,-640400,-640400.0,-640400,0,0,0,1,2,25,38,241,213,441
153000,153000.0,-661400,-661400.0,-661400,0,0,0,0,3,20,36,266,190,460
163800,163800.0,-650600,-650600.0,-650600,0,0,0,1,2,17,35,258,197,430
151500,151500.0,-662900,-662900.0,-662900,0,0,0,0,2,20,30,256,229,441
297200,297200.0,-517200,-517200.0,-550400,0,0,1,0,2,19,46,245,180,451
184000,184000.0,-630400,-630400.0,-630400,0,0,0,1,6,17,39,254,209,436
171700,171700.0,-642700,-642700.0,-642700,0,0,0,1,4,18,41,252,182,433
189100,189100.0,-625300,-625300.0,-625300,0,0,0,2,2,20,41,281,192,422
139900,139900.0,-674500,-674500.0,-674500,0,0,0,0,2,10,39,253,194,442
299200,299200.0,-515200,-515200.0,-515200,0,0,1,0,2,26,29,248,192,456
138200,138200.0,-676200,-676200.0,-676200,0,0,0,0,1,18,41,262,184,404
169700,169700.0,-644700,-644700.0,-644700,0,0,0,1,2,14,43,254,212,455
145800,145800.0,-668600,-668600.0,-668600,0,0,0,0,2,20,35,259,193,433
151800,151800.0,-662600,-662600.0,-662600,0,0,0,0,3,17,36,265,201,451
174900,174900.0,-639500,-639500.0,-639500,0,0,0,1,4,21,42,234,186,447
176400,176400.0,-638000,-638000.0,-638000,0,0,0,1,4,17,43,245,205,441
182600,182600.0,-631800,-631800.0,-631800,0,0,0,1,6,21,36,243,185,461
175900,175900.0,-638500,-638500.0,-638500,0,0,0,1,5,21,25,262,183,463
134500,134500.0,-679900,-679900.0,-679900,0,0,0,0,0,9,44,266,205,421
183900,183900.0,-630500,-630500.0,-630500,0,0,0,1,4,24,45,264,196,451
162900,162900.0,-651500,-651500.0,-651500,0,0,0,0,5,7,55,262,211,469
186000,186000.0,-628400,-628400.0,-628400,0,0,0,1,7,22,33,251,175,471
343000,343000.0,-471400,-471400.0,-471400,0,0,1,2,1,26,40,237,205,475
209800,209800.0,-604600,-604600.0,-604600,0,0,0,2,9,20,35,262,178,420
157500,157500.0,-656900,-656900.0,-656900,0,0,0,1,0,16,42,246,190,453
211500,211500.0,-602900,-602900.0,-602900,0,0,0,3,3,19,26,286,194,465
151300,151300.0,-663100,-663100.0,-663100,0,0,0,0,4,20,33,227,190,454
176800,176800.0,-637600,-637600.0,-637600,0,0,0,2,1,18,31,256,196,412
159500,159500.0,-654900,-654900.0,-654900,0,0,0,0,2,19,44,241,241,464
143400,143400.0,-671000,-671000.0,-671000,0,0,0,0,3,10,45,231,195,433
162600,162600.0,-651800,-651800.0,-651800,0,0,0,0,6,23,37,250,182,440
145000,145000.0,-669400,-669400.0,-669400,0,0,0,0,1,22,34,233,204,457
176300,176300.0,-638100,-638100.0,-638100,0,0,0,1,4,20,34,263,194,456
153700,153700.0,-660700,-660700.0,-660700,0,0,0,0,3,22,38,260,213,403
149500,149500.0,-664900,-664900.0,-664900,0,0,0,0,2,21,31,228,224,447
155300,155300.0,-659100,-659100.0,-659100,0,0,0,0,3,17,40,259,214,450
142300,142300.0,-672100,-672100.0,-672100,0,0,0,0,1,22,34,243,191,446
159100,159100.0,-655300,-655300.0,-655300,0,0,0,0,4,22,42,237,211,428
168100,168100.0,-646300,-646300.0,-646300,0,0,0,1,3,20,33,229,221,398
162400,162400.0,-652000,-652000.0,-652000,0,0,0,0,6,22,38,247,190,429
176900,176900.0,-637500,-637500.0,-637600,0,0,0,1,4,25,38,234,184,455
147300,2799033.0,-667100,1984633.0,-22700,0,1,0,0,3,12,38,254,218,415
179300,179300.0,-635100,-635100.0,-635100,0,0,0,1,5,19,31,257,201,458
169300,169300.0,-645100,-645100.0,-645100,0,0,0,1,3,14,37,240,212,449
160400,160400.0,-654000,-654000.0,-654000,0,0,0,0,3,27,46,259,164,497
293900,293900.0,-520500,-520500.0,-625500,0,0,1,0,1,21,37,251,201,430
177000,177000.0,-637400,-637400.0,-637400,0,0,0,1,3,22,42,275,189,453
304900,304900.0,-509500,-509500.0,-509500,0,0,1,0,5,18,34,258,204,403
182000,182000.0,-632400,-632400.0,-632400,0,0,0,2,2,18,32,253,172,471
181500,181500.0,-632900,-632900.0,-632900,0,0,0,1,5,24,39,249,190,438
141800,141800.0,-672600,-672600.0,-672600,0,0,0,0,1,15,41,265,203,423
162400,162400.0,-652000,-652000.0,-652000,0,0,0,0,4,25,49,261,197,413
144100,144100.0,-670300,-670300.0,-670300,0,0,0,0,1,19,40,253,202,432
455500,455500.0,-358900,-358900.0,-358900,0,0,2,0,2,21,40,249,212,474
179100,179100.0,-635300,-635300.0,-635300,0,0,0,2,2,16,32,253,195,412
146200,146200.0,-668200,-668200.0,-668200,0,0,0,0,2,19,29,271,203,437
299300,299300.0,-515100,-515100.0,-515100,0,0,1,0,3,18,40,238,206,419
148400,148400.0,-666000,-666000.0,-666000,0,0,0,0,1,23,34,258,208,450
173500,173500.0,-640900,-640900.0,-640900,0,0,0,1,3,24,29,247,195,470
180400,180400.0,-634000,-634000.0,-634000,0,0,0,2,0,26,30,230,195,456
164700,164700.0,-649700,-649700.0,-649700,0,0,0,1,3,17,18,264,220,415
309500,309500.0,-504900,-504900.0,-540500,0,0,1,0,4,22,40,245,207,440
162700,162700.0,-651700,-651700.0,-651700,0,0,0,1,2,16,42,256,173,449
178600,178600.0,-635800,-635800.0,-635800,0,0,0,2,0,17,36,232,212,450
162100,162100.0,-652300,-652300.0,-652300,0,0,0,1,2,16,37,238,197,433
320900,320900.0,-493500,-493500.0,-587000,0,0,1,0,8,10,43,272,198,469
151000,151000.0,-663400,-663400.0,-663400,0,0,0,0,3,18,34,267,192,459
303200,303200.0,-511200,-511200.0,-511200,0,0,1,0,3,18,35,290,196,446
167900,167900.0,-646500,-646500.0,-646500,0,0,0,0,7,17,33,268,196,471
166300,166300.0,-648100,-648100.0,-648100,0,0,0,1,2,21,32,259,187,454
172400,172400.0,-642000,-642000.0,-642000,0,0,0,1,2,16,39,270,221,448
171800,171800.0,-642600,-642600.0,-642600,0,0,0,1,4,16,29,261,201,451
146600,146600.0,-667800,-667800.0,-667800,0,0,0,0,2,16,33,258,188,492
181700,181700.0,-632700,-632700.0,-632700,0,0,0,1,3,25,45,249,208,452
150400,150400.0,-664000,-664000.0,-664000,0,0,0,0,5,20,29,259,173,423
136900,136900.0,-677500,-677500.0,-677500,0,0,0,0,1,18,31,250,184,443
156000,156000.0,-658400,-658400.0,-658400,0,0,0,0,2,27,40,279,193,439
182500,182500.0,-631900,-631900.0,-631900,0,0,0,1,5,26,25,263,215,424
143600,143600.0,-670800,-670800.0,-670800,0,0,0,0,2,19,33,252,175,470
157100,157100.0,-657300,-657300.0,-657300,0,0,0,0,4,20,30,239,231,430
162100,162100.0,-652300,-652300.0,-652300,0,0,0,0,3,26,38,260,220,441
191200,191200.0,-623200,-623200.0,-623200,0,0,0,2,2,26,30,257,201,445
157700,157700.0,-656700,-656700.0,-656700,0,0,0,0,2,23,41,267,211,460
169200,169200.0,-645200,-645200.0,-645200,0,0,0,1,2,21,35,252,212,428
185700,185700.0,-628700,-628700.0,-628700,0,0,0,2,2,13,33,260,209,463
175500,175500.0,-638900,-638900.0,-638900,0,0,0,2,0,13,37,258,197,451
159500,159500.0,-654900,-654900.0,-654900,0,0,0,0,6,15,32,237,222,426
144700,144700.0,-669700,-669700.0,-669700,0,0,0,0,3,16,36,236,192,435
141600,141600.0,-672800,-672800.0,-672800,0,0,0,0,2,13,36,255,206,421
152600,152600.0,-661800,-661800.0,-661800,0,0,0,0,2,23,29,259,231,425
145900,145900.0,-668500,-668500.0,-668500,0,0,0,0,2,18,34,264,201,433
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,3,21,41,265,196,448
145200,145200.0,-669200,-669200.0,-669200,0,0,0,0,2,17,45,228,179,470
292200,292200.0,-522200,-522200.0,-522200,0,0,1,0,1,13,44,251,220,411
173800,173800.0,-640600,-640600.0,-640600,0,0,0,0,6,24,45,256,219,432
154800,154800.0,-659600,-659600.0,-659600,0,0,0,0,5,19,26,240,202,448
138000,138000.0,-676400,-676400.0,-676400,0,0,0,0,2,15,31,238,197,424
153000,153000.0,-661400,-661400.0,-661400,0,0,0,0,2,25,33,245,219,435
151600,151600.0,-662800,-662800.0,-662800,0,0,0,0,1,22,40,258,220,442
143900,143900.0,-670500,-670500.0,-670500,0,0,0,0,1,18,26,234,250,417
152300,152300.0,-662100,-662100.0,-662100,0,0,0,0,3,16,46,273,188,442
142700,142700.0,-671700,-671700.0,-671700,0,0,0,0,2,14,43,238,197,431
162300,162300.0,-652100,-652100.0,-652100,0,0,0,1,2,15,33,244,203,441
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,3,19,35,256,189,447
154500,154500.0,-659900,-659900.0,-659900,0,0,0,0,4,9,36,269,214,472
142400,142400.0,-672000,-672000.0,-672000,0,0,0,0,1,18,39,249,193,449
165600,165600.0,-648800,-648800.0,-648800,0,0,0,0,6,23,34,248,215,418
161500,161500.0,-652900,-652900.0,-652900,0,0,0,1,3,13,38,258,186,409
144300,144300.0,-670100,-670100.0,-670100,0,0,0,0,2,18,37,231,201,438
189800,189800.0,-624600,-624600.0,-624600,0,0,0,2,2,22,35,284,193,432
148400,148400.0,-666000,-666000.0,-666000,0,0,0,0,4,19,33,239,183,435
300000,300000.0,-514400,-514400.0,-515800,0,0,1,0,3,20,35,244,200,436
136200,136200.0,-678200,-678200.0,-678200,0,0,0,0,0,15,35,234,207,454
239000,239000.0,-575400,-575400.0,-575400,0,0,0,4,4,26,38,221,190,469
187900,187900.0,-626500,-626500.0,-626500,0,0,0,2,2,17,34,256,209,453
146900,146900.0,-667500,-667500.0,-667500,0,0,0,0,1,20,35,260,209,451
179500,179500.0,-634900,-634900.0,-634900,0,0,0,1,5,22,41,242,197,419
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,2,22,33,264,229,447
161800,161800.0,-652600,-652600.0,-652600,0,0,0,1,2,13,29,268,195,460
145600,145600.0,-668800,-668800.0,-668800,0,0,0,0,3,21,25,267,173,455
180400,180400.0,-634000,-634000.0,-634000,0,0,0,1,6,14,41,260,186,456
141900,141900.0,-672500,-672500.0,-672500,0,0,0,0,1,18,24,257,208,466
174800,174800.0,-639600,-639600.0,-639600,0,0,0,1,3,22,28,280,213,434
145700,145700.0,-668700,-668700.0,-668700,0,0,0,0,3,16,33,261,186,444
179800,179800.0,-634600,-634600.0,-634600,0,0,0,1,5,14,32,274,208,468
174900,174900.0,-639500,-639500.0,-639500,0,0,0,1,4,21,37,238,210,415
164500,164500.0,-649900,-649900.0,-649900,0,0,0,0,5,24,35,243,207,456
315100,315100.0,-499300,-499300.0,-499300,0,0,1,1,1,15,45,248,193,477
162000,162000.0,-652400,-652400.0,-652400,0,0,0,0,5,22,35,257,208,431
303100,303100.0,-511300,-511300.0,-604000,0,0,1,0,3,20,32,267,212,432
162400,162400.0,-652000,-652000.0,-652000,0,0,0,1,2,17,41,255,191,407
171100,171100.0,-643300,-643300.0,-643300,0,0,0,1,3,23,28,268,194,439
158400,158400.0,-656000,-656000.0,-656000,0,0,0,1,0,14,37,273,183,485
156500,156500.0,-657900,-657900.0,-657900,0,0,0,0,4,21,40,265,195,422
141200,141200.0,-673200,-673200.0,-673200,0,0,0,0,2,18,31,255,195,419
166700,166700.0,-647700,-647700.0,-647700,0,0,0,1,3,14,35,254,192,457
184800,184800.0,-629600,-629600.0,-633600,0,0,0,2,2,23,28,251,194,433
164200,164200.0,-650200,-650200.0,-650200,0,0,0,0,4,27,39,245,220,425
161200,161200.0,-653200,-653200.0,-653200,0,0,0,0,3,27,42,253,212,431
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,2,20,29,265,205,457
173500,173500.0,-640900,-640900.0,-640900,0,0,0,2,1,21,40,221,171,404
456000,456000.0,-358400,-358400.0,-475200,0,0,2,0,4,19,38,224,212,448
136100,136100.0,-678300,-678300.0,-678300,0,0,0,0,0,12,43,240,202,449
164600,164600.0,-649800,-649800.0,-649800,0,0,0,0,5,20,33,264,202,486
142300,142300.0,-672100,-672100.0,-672100,0,0,0,0,3,15,25,252,188,455
151000,151000.0,-663400,-663400.0,-663400,0,0,0,0,4,14,35,275,210,403
142300,142300.0,-672100,-672100.0,-672100,0,0,0,0,2,19,28,263,187,442
144400,144400.0,-670000,-670000.0,-670000,0,0,0,0,1,22,35,263,198,429
177200,177200.0,-637200,-637200.0,-637200,0,0,0,1,3,24,42,271,195,431
174500,174500.0,-639900,-639900.0,-639900,0,0,0,1,2,20,35,282,209,465
184000,184000.0,-630400,-630400.0,-630400,0,0,0,1,6,19,37,262,182,474
319300,319300.0,-495100,-495100.0,-495100,0,0,1,1,4,21,33,269,181,402
153600,153600.0,-660800,-660800.0,-660800,0,0,0,1,1,15,32,252,172,452
147400,147400.0,-667000,-667000.0,-667000,0,0,0,0,3,17,31,268,196,434
150800,150800.0,-663600,-663600.0,-663600,0,0,0,0,2,22,45,282,189,412
158200,158200.0,-656200,-656200.0,-656200,0,0,0,0,2,26,34,268,219,452
300900,300900.0,-513500,-513500.0,-513500,0,0,1,0,4,19,32,259,190,430
159000,159000.0,-655400,-655400.0,-655400,0,0,0,0,2,22,45,243,209,493
144500,144500.0,-669900,-669900.0,-669900,0,0,0,0,1,20,30,259,215,436
190400,190400.0,-624000,-624000.0,-624000,0,0,0,2,3,21,32,264,195,434
168200,168200.0,-646200,-646200.0,-646200,0,0,0,1,4,12,32,232,209,448
211000,211000.0,-603400,-603400.0,-603400,0,0,0,3,3,18,44,256,179,456
159200,159200.0,-655200,-655200.0,-655200,0,0,0,0,4,22,56,256,184,408
185400,185400.0,-629000,-629000.0,-629000,0,0,0,2,2,15,38,267,200,435
145800,145800.0,-668600,-668600.0,-668600,0,0,0,0,2,19,35,246,198,444
158500,158500.0,-655900,-655900.0,-655900,0,0,0,0,5,13,35,237,218,468
139200,139200.0,-675200,-675200.0,-675200,0,0,0,0,2,15,33,250,182,446
172100,172100.0,-642300,-642300.0,-642300,0,0,0,1,3,15,45,266,184,467
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,2,16,39,285,221,492
150900,150900.0,-663500,-663500.0,-665600,0,0,0,0,3,19,34,255,202,442
297800,297800.0,-516600,-516600.0,-516600,0,0,1,0,1,21,42,275,208,411
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,5,21,43,255,184,420
185700,185700.0,-628700,-628700.0,-628700,0,0,0,2,3,17,44,241,172,440
137100,137100.0,-677300,-677300.0,-677300,0,0,0,0,2,19,34,253,172,406
148200,148200.0,-666200,-666200.0,-666200,0,0,0,0,5,13,33,256,182,426
165700,165700.0,-648700,-648700.0,-648700,0,0,0,0,4,27,41,280,189,459
165200,165200.0,-649200,-649200.0,-649200,0,0,0,0,6,23,31,242,210,442
170100,170100.0,-644300,-644300.0,-644300,0,0,0,1,3,18,37,258,199,433
167500,167500.0,-646900,-646900.0,-646900,0,0,0,1,1,20,41,229,211,460
182200,182200.0,-632200,-632200.0,-632200,0,0,0,2,2,19,31,239,201,425
158800,158800.0,-655600,-655600.0,-657100,0,0,0,0,4,18,27,268,216,476
175500,175500.0,-638900,-638900.0,-638900,0,0,0,1,3,16,42,268,219,433
191300,191300.0,-623100,-623100.0,-623100,0,0,0,2,2,23,36,256,195,459
182800,182800.0,-631600,-631600.0,-631600,0,0,0,1,5,18,39,274,211,432
155900,155900.0,-658500,-658500.0,-658500,0,0,0,0,5,18,32,260,201,425
147200,147200.0,-667200,-667200.0,-667200,0,0,0,0,2,16,40,247,199,459
171400,171400.0,-643000,-643000.0,-643000,0,0,0,1,1,28,35,225,202,481
151000,151000.0,-663400,-663400.0,-663400,0,0,0,0,4,17,34,246,185,462
146500,146500.0,-667900,-667900.0,-667900,0,0,0,0,3,17,32,259,196,430
165500,165500.0,-648900,-648900.0,-648900,0,0,0,0,4,25,43,252,209,453
167200,167200.0,-647200,-647200.0,-647200,0,0,0,1,2,21,31,246,198,458
184900,184900.0,-629500,-629500.0,-638000,0,0,0,1,3,29,38,246,214,471
184900,184900.0,-629500,-629500.0,-629500,0,0,0,2,2,19,33,228,195,467
145300,145300.0,-669100,-669100.0,-669100,0,0,0,0,2,15,42,253,197,438
150300,150300.0,-664100,-664100.0,-664800,0,0,0,0,3,19,32,258,215,415
299900,299900.0,-514500,-514500.0,-514500,0,0,1,0,3,20,38,226,201,439
147100,147100.0,-667300,-667300.0,-667300,0,0,0,0,1,20,35,245,210,466
168200,168200.0,-646200,-646200.0,-646200,0,0,0,1,1,23,32,273,203,451
162200,162200.0,-652200,-652200.0,-652200,0,0,0,0,5,19,32,249,221,451
186800,186800.0,-627600,-627600.0,-627600,0,0,0,2,1,18,41,268,190,472
152500,152500.0,-661900,-661900.0,-662000,0,0,0,0,2,26,30,246,204,463
156300,156300.0,-658100,-658100.0,-658100,0,0,0,0,2,26,46,260,192,447
201900,201900.0,-612500,-612500.0,-612500,0,0,0,2,4,26,31,279,198,452
138500,138500.0,-675900,-675900.0,-675900,0,0,0,0,1,21,31,277,179,418
164500,164500.0,-649900,-649900.0,-649900,0,0,0,1,3,19,25,251,187,448
151300,151300.0,-663100,-663100.0,-663100,0,0,0,0,5,15,28,267,191,432
148800,148800.0,-665600,-665600.0,-665600,0,0,0,0,2,15,38,239,207,483
157400,157400.0,-657000,-657000.0,-657000,0,0,0,0,5,15,43,265,196,425
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,4,19,38,246,182,419
163000,163000.0,-651400,-651400.0,-651400,0,0,0,0,4,25,37,239,214,455
180500,180500.0,-633900,-633900.0,-633900,0,0,0,1,6,15,31,227,205,484
179800,179800.0,-634600,-634600.0,-634600,0,0,0,2,1,21,33,265,188,417
165700,165700.0,-648700,-648700.0,-648700,0,0,0,1,1,21,42,267,207,400
195100,195100.0,-619300,-619300.0,-630600,0,0,0,2,2,21,35,263,209,482
148900,148900.0,-665500,-665500.0,-665500,0,0,0,0,3,18,33,259,192,450
142100,142100.0,-672300,-672300.0,-672300,0,0,0,0,1,18,44,263,188,422
155800,155800.0,-658600,-658600.0,-658600,0,0,0,0,2,28,36,267,198,447
157400,157400.0,-657000,-657000.0,-657000,0,0,0,0,5,18,42,240,192,438
158700,158700.0,-655700,-655700.0,-655700,0,0,0,0,3,27,33,254,203,459
137200,137200.0,-677200,-677200.0,-677200,0,0,0,0,0,17,45,232,198,428
141800,141800.0,-672600,-672600.0,-672600,0,0,0,0,1,21,35,227,194,455
143900,143900.0,-670500,-670500.0,-670500,0,0,0,0,0,28,34,272,205,397
165300,165300.0,-649100,-649100.0,-649100,0,0,0,1,1,20,34,261,195,466
165400,165400.0,-649000,-649000.0,-649000,0,0,0,1,3,16,32,263,194,427
146100,146100.0,-668300,-668300.0,-668300,0,0,0,0,2,21,37,242,189,445
143400,143400.0,-671000,-671000.0,-671000,0,0,0,0,3,15,31,230,210,420
161500,161500.0,-652900,-652900.0,-652900,0,0,0,1,1,19,34,222,200,465
166600,166600.0,-647800,-647800.0,-647800,0,0,0,0,5,25,44,263,214,399
158500,158500.0,-655900,-655900.0,-655900,0,0,0,1,1,19,30,250,201,421
157900,157900.0,-656500,-656500.0,-656500,0,0,0,0,4,22,33,240,220,431
162300,162300.0,-652100,-652100.0,-652100,0,0,0,1,1,18,31,261,199,456
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,3,19,38,245,191,458
163900,163900.0,-650500,-650500.0,-650500,0,0,0,1,2,14,34,269,190,462
172100,172100.0,-642300,-642300.0,-642300,0,0,0,0,7,25,40,248,187,459
155600,155600.0,-658800,-658800.0,-658800,0,0,0,0,6,10,42,250,214,390
147400,147400.0,-667000,-667000.0,-667000,0,0,0,0,1,19,43,272,202,434
156800,156800.0,-657600,-657600.0,-657600,0,0,0,0,4,18,41,241,194,471
165500,165500.0,-648900,-648900.0,-648900,0,0,0,1,1,24,35,250,206,421
171900,171900.0,-642500,-642500.0,-642500,0,0,0,1,3,18,37,272,189,457
