total_prize_fixed,total_prize_real,net_profit_fixed,net_profit_real,max_drawdown,hit_6_1,hit_6_0,hit_5_1,hit_5_0,hit_4_1,hit_4_0,hit_3_1,hit_3_0,hit_2_1,hit_1_1
174900,174900.0,-639500,-639500.0,-639500,0,0,0,1,3,22,37,261,197,450
164800,164800.0,-649600,-649600.0,-649600,0,0,0,1,2,18,24,278,203,444
168300,168300.0,-646100,-646100.0,-646100,0,0,0,1,2,19,35,270,209,423
149400,149400.0,-665000,-665000.0,-665000,0,0,0,0,1,23,40,256,211,432
143900,143900.0,-670500,-670500.0,-670500,0,0,0,0,3,15,40,258,183,415
155900,155900.0,-658500,-658500.0,-658500,0,0,0,0,1,25,37,250,220,481
138000,138000.0,-676400,-676400.0,-676400,0,0,0,0,0,24,32,232,188,452
139900,139900.0,-674500,-674500.0,-674500,0,0,0,0,1,16,33,261,206,426
144600,144600.0,-669800,-669800.0,-669800,0,0,0,0,2,13,37,260,199,456
164600,164600.0,-649800,-649800.0,-649800,0,0,0,0,4,22,48,253,201,463
164000,164000.0,-650400,-650400.0,-650400,0,0,0,0,8,17,29,262,191,424
169300,169300.0,-645100,-645100.0,-645100,0,0,0,1,4,17,38,257,181,426
181300,181300.0,-633100,-633100.0,-633100,0,0,0,1,5,21,41,250,199,433
166500,166500.0,-647900,-647900.0,-647900,0,0,0,1,1,20,31,257,221,442
186400,186400.0,-628000,-628000.0,-628000,0,0,0,2,1,23,29,240,204,476
168200,168200.0,-646200,-646200.0,-646200,0,0,0,1,3,18,35,279,180,439
151900,151900.0,-662500,-662500.0,-662500,0,0,0,0,2,16,50,255,208,440
175200,175200.0,-639200,-639200.0,-639200,0,0,0,1,4,17,40,250,203,440
157100,157100.0,-657300,-657300.0,-657300,0,0,0,1,1,14,40,251,183,442
139400,139400.0,-675000,-675000.0,-675000,0,0,0,0,2,18,38,223,179,437
168100,168100.0,-646300,-646300.0,-646300,0,0,0,1,2,16,37,262,211,441
140100,140100.0,-674300,-674300.0,-674300,0,0,0,0,2,20,27,242,184,443
181300,181300.0,-633100,-633100.0,-633100,0,0,0,1,5,22,38,247,219,400
144500,144500.0,-669900,-669900.0,-669900,0,0,0,0,2,17,25,248,211,459
142800,142800.0,-671600,-671600.0,-671600,0,0,0,0,1,19,34,248,221,410
166200,166200.0,-648200,-648200.0,-648200,0,0,0,1,2,16,41,263,189,449
134400,134400.0,-680000,-680000.0,-680000,0,0,0,0,0,16,34,264,181,454
138300,138300.0,-676100,-676100.0,-676100,0,0,0,0,2,15,30,246,191,435
306700,306700.0,-507700,-507700.0,-507700,0,0,1,0,1,23,41,262,222,473
168500,168500.0,-645900,-645900.0,-645900,0,0,0,1,1,21,43,248,207,443
138200,138200.0,-676200,-676200.0,-676200,0,0,0,0,0,16,32,244,215,452
151600,151600.0,-662800,-662800.0,-662800,0,0,0,0,5,13,32,248,208,420
175200,175200.0,-639200,-639200.0,-639200,0,0,0,0,6,23,44,268,218,448
144400,144400.0,-670000,-670000.0,-670000,0,0,0,0,1,17,31,245,230,439
143300,143300.0,-671100,-671100.0,-671100,0,0,0,0,1,22,37,257,176,460
157100,157100.0,-657300,-657300.0,-657300,0,0,0,0,4,22,33,250,210,433
167100,167100.0,-647300,-647300.0,-664600,0,0,0,1,2,17,36,265,205,436
151400,151400.0,-663000,-663000.0,-663000,0,0,0,0,3,21,32,283,188,439
168500,168500.0,-645900,-645900.0,-645900,0,0,0,1,2,23,21,278,206,447
172500,172500.0,-641900,-641900.0,-641900,0,0,0,1,3,19,33,271,193,464
147300,147300.0,-667100,-667100.0,-667100,0,0,0,0,1,29,27,238,202,451
182900,182900.0,-631500,-631500.0,-631500,0,0,0,1,5,20,34,288,200,445
151800,151800.0,-662600,-662600.0,-662600,0,0,0,0,4,11,31,245,224,453
314100,314100.0,-500300,-500300.0,-500300,0,0,1,1,1,19,34,277,195,446
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,4,15,37,295,199,440
187900,187900.0,-626500,-626500.0,-626500,0,0,0,2,2,21,37,270,187,439
182100,182100.0,-632300,-632300.0,-650600,0,0,0,2,1,26,24,231,197,452
155600,155600.0,-658800,-658800.0,-661800,0,0,0,0,3,17,42,249,198,487
166800,166800.0,-647600,-647600.0,-647600,0,0,0,0,6,23,35,242,193,476
336900,336900.0,-477500,-477500.0,-477500,0,0,1,2,3,14,41,248,205,415
166500,166500.0,-647900,-647900.0,-647900,0,0,0,1,2,18,43,244,194,437
172800,172800.0,-641600,-641600.0,-641600,0,0,0,1,2,19,39,255,220,445
324000,324000.0,-490400,-490400.0,-490400,0,0,1,0,7,21,40,264,212,444
316400,316400.0,-498000,-498000.0,-526500,0,0,1,0,4,26,38,252,208,476
163500,163500.0,-650900,-650900.0,-654400,0,0,0,1,2,13,33,250,206,457
167700,167700.0,-646700,-646700.0,-646700,0,0,0,0,5,21,34,257,220,476
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,4,17,23,255,213,488
156200,156200.0,-658200,-658200.0,-658200,0,0,0,0,2,26,35,251,200,483
209500,209500.0,-604900,-604900.0,-604900,0,0,0,3,2,25,39,244,199,417
161300,161300.0,-653100,-653100.0,-653100,0,0,0,1,2,13,33,276,210,401
146900,146900.0,-667500,-667500.0,-667500,0,0,0,0,5,16,23,248,184,433
166600,166600.0,-647800,-647800.0,-647800,0,0,0,0,4,30,39,255,208,439
144900,144900.0,-669500,-669500.0,-669500,0,0,0,0,0,23,33,278,215,425
141400,141400.0,-673000,-673000.0,-673000,0,0,0,0,2,16,36,249,202,409
143300,143300.0,-671100,-671100.0,-671100,0,0,0,0,1,19,41,274,192,419
158100,158100.0,-656300,-656300.0,-656300,0,0,0,0,2,24,43,262,208,459
177200,5200363.0,-637200,4385963.0,-592300,0,1,0,1,4,18,37,259,209,443
170600,170600.0,-643800,-643800.0,-643800,0,0,0,1,1,23,33,252,207,484
144900,144900.0,-669500,-669500.0,-669500,0,0,0,0,1,15,50,260,182,465
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,3,20,39,263,182,446
137200,137200.0,-677200,-677200.0,-677200,0,0,0,0,0,14,34,248,208,460
166400,166400.0,-648000,-648000.0,-648000,0,0,0,0,6,21,45,248,188,452
186000,186000.0,-628400,-628400.0,-628400,0,0,0,2,2,20,34,251,207,419
292200,292200.0,-522200,-522200.0,-522200,0,0,1,0,2,9,38,283,203,429
164400,164400.0,-650000,-650000.0,-650000,0,0,0,0,7,19,33,244,190,456
163800,163800.0,-650600,-650600.0,-650600,0,0,0,0,5,22,33,253,221,435
160100,160100.0,-654300,-654300.0,-654300,0,0,0,0,4,24,38,236,199,463
196000,196000.0,-618400,-618400.0,-619600,0,0,0,2,2,22,43,230,237,428
163200,163200.0,-651200,-651200.0,-651200,0,0,0,0,4,24,34,273,202,467
187000,187000.0,-627400,-627400.0,-662500,0,0,0,2,3,16,44,240,188,430
172700,172700.0,-641700,-641700.0,-641700,0,0,0,1,2,20,42,241,220,438
149900,149900.0,-664500,-664500.0,-664500,0,0,0,0,2,22,36,224,213,449
144400,144400.0,-670000,-670000.0,-670000,0,0,0,0,1,23,35,262,201,416
163000,163000.0,-651400,-651400.0,-653400,0,0,0,0,4,23,45,261,190,465
140400,140400.0,-674000,-674000.0,-674000,0,0,0,0,1,18,39,240,194,436
172800,172800.0,-641600,-641600.0,-641600,0,0,0,1,1,26,34,240,227,450
165700,165700.0,-648700,-648700.0,-648700,0,0,0,1,2,17,26,253,209,466
191300,191300.0,-623100,-623100.0,-623100,0,0,0,2,3,17,29,280,207,447
150800,150800.0,-663600,-663600.0,-663600,0,0,0,0,4,19,33,233,211,409
190100,190100.0,-624300,-624300.0,-624300,0,0,0,2,1,22,36,232,237,435
164000,164000.0,-650400,-650400.0,-650400,0,0,0,1,2,19,32,255,197,431
137600,137600.0,-676800,-676800.0,-676800,0,0,0,0,2,13,37,254,187,416
175600,175600.0,-638800,-638800.0,-651800,0,0,0,1,5,14,42,232,205,434
171700,171700.0,-642700,-642700.0,-642700,0,0,0,1,4,17,37,277,173,450
141600,141600.0,-672800,-672800.0,-672800,0,0,0,0,1,15,39,247,202,449
154400,154400.0,-660000,-660000.0,-660000,0,0,0,0,2,23,45,253,208,431
298400,298400.0,-516000,-516000.0,-516000,0,0,1,0,2,17,31,251,211,471
141000,141000.0,-673400,-673400.0,-673400,0,0,0,0,1,16,40,246,207,422
203600,203600.0,-610800,-610800.0,-610800,0,0,0,2,2,20,52,238,226,498
177500,177500.0,-636900,-636900.0,-636900,0,0,0,2,2,14,40,261,168,426
164900,164900.0,-649500,-649500.0,-649500,0,0,0,1,1,26,40,276,159,447
156100,156100.0,-658300,-658300.0,-658300,0,0,0,0,2,23,45,239,211,456
141600,141600.0,-672800,-672800.0,-672800,0,0,0,0,1,18,41,244,191,442
156000,156000.0,-658400,-658400.0,-658400,0,0,0,0,2,17,43,282,224,442
147800,147800.0,-666600,-666600.0,-666600,0,0,0,0,1,21,31,260,222,442
157400,157400.0,-657000,-657000.0,-657000,0,0,0,0,4,23,35,259,216,399
154400,154400.0,-660000,-660000.0,-660000,0,0,0,0,3,22,39,255,193,451
161500,161500.0,-652900,-652900.0,-652900,0,0,0,1,0,16,42,248,200,471
162500,162500.0,-651900,-651900.0,-651900,0,0,0,1,0,23,35,222,210,459
288900,288900.0,-525500,-525500.0,-647500,0,0,1,0,0,20,42,245,202,412
156300,156300.0,-658100,-658100.0,-658100,0,0,0,0,3,16,40,257,221,456
304900,304900.0,-509500,-509500.0,-509500,0,0,1,0,3,19,32,262,221,445
166300,166300.0,-648100,-648100.0,-648100,0,0,0,1,1,22,42,243,193,450
176700,176700.0,-637700,-637700.0,-637700,0,0,0,2,0,20,40,231,183,450
154200,154200.0,-660200,-660200.0,-660200,0,0,0,0,2,30,39,243,192,439
158000,158000.0,-656400,-656400.0,-656400,0,0,0,0,3,18,50,249,216,435
156100,156100.0,-658300,-658300.0,-658300,0,0,0,1,1,20,38,226,172,439
154700,154700.0,-659700,-659700.0,-659700,0,0,0,0,1,25,38,259,229,438
162000,162000.0,-652400,-652400.0,-652400,0,0,0,0,5,21,43,261,183,453
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,3,21,36,252,202,421
174300,174300.0,-640100,-640100.0,-640100,0,0,0,1,2,23,43,253,211,432
183700,183700.0,-630700,-630700.0,-630700,0,0,0,2,0,22,33,258,204,463
307200,307200.0,-507200,-507200.0,-507200,0,0,1,1,1,19,25,259,193,435
319600,319600.0,-494800,-494800.0,-594100,0,0,1,1,3,17,30,224,230,436
150000,150000.0,-664400,-664400.0,-664400,0,0,0,0,4,20,33,235,199,415
150300,150300.0,-664100,-664100.0,-664100,0,0,0,0,5,12,33,270,171,463
316000,316000.0,-498400,-498400.0,-498400,0,0,1,1,1,19,40,253,203,449
156000,156000.0,-658400,-658400.0,-658400,0,0,0,0,3,19,40,263,216,433
169200,169200.0,-645200,-645200.0,-645200,0,0,0,1,3,17,41,262,192,426
156800,156800.0,-657600,-657600.0,-657600,0,0,0,0,2,26,41,277,206,427
138100,138100.0,-676300,-676300.0,-676300,0,0,0,0,1,16,29,263,200,434
155500,155500.0,-658900,-658900.0,-658900,0,0,0,0,3,24,35,280,190,443
215700,215700.0,-598700,-598700.0,-598700,0,0,0,3,2,23,33,251,216,478
145000,145000.0,-669400,-669400.0,-669400,0,0,0,0,1,25,33,229,200,449
141100,141100.0,-673300,-673300.0,-673300,0,0,0,0,1,14,40,251,201,446
167600,167600.0,-646800,-646800.0,-646800,0,0,0,0,7,20,45,250,181,444
183200,183200.0,-631200,-631200.0,-631200,0,0,0,1,7,19,34,237,185,457
325200,325200.0,-489200,-489200.0,-489200,0,0,1,1,2,17,51,245,206,475
160500,160500.0,-653900,-653900.0,-653900,0,0,0,0,6,15,31,278,212,419
135000,135000.0,-679400,-679400.0,-679400,0,0,0,0,1,13,30,233,213,427
145000,145000.0,-669400,-669400.0,-669400,0,0,0,0,2,16,42,254,193,434
144700,144700.0,-669700,-669700.0,-669700,0,0,0,0,2,15,34,260,202,447
149200,149200.0,-665200,-665200.0,-665200,0,0,0,0,1,24,40,234,196,474
156500,156500.0,-657900,-657900.0,-657900,0,0,0,0,3,25,36,243,197,464
154000,154000.0,-660400,-660400.0,-660400,0,0,0,0,2,21,31,255,223,467
167000,167000.0,-647400,-647400.0,-647400,0,0,0,1,2,18,38,249,195,455
192400,192400.0,-622000,-622000.0,-622000,0,0,0,2,3,23,36,233,192,459
155400,155400.0,-659000,-659000.0,-659000,0,0,0,0,1,19,45,295,220,447
153600,153600.0,-660800,-660800.0,-660800,0,0,0,0,3,20,35,274,189,464
168400,168400.0,-646000,-646000.0,-646000,0,0,0,1,1,25,44,248,177,466
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,3,24,39,265,206,438
142800,142800.0,-671600,-671600.0,-671600,0,0,0,0,1,13,43,263,207,435
153500,153500.0,-660900,-660900.0,-660900,0,0,0,0,2,22,34,251,206,480
195500,195500.0,-618900,-618900.0,-618900,0,0,0,1,8,24,41,254,199,427
149700,149700.0,-664700,-664700.0,-664700,0,0,0,0,1,26,37,280,191,439
141800,141800.0,-672600,-672600.0,-672600,0,0,0,0,1,15,30,248,220,450
143300,143300.0,-671100,-671100.0,-671100,0,0,0,0,2,13,42,273,181,446
151600,151600.0,-662800,-662800.0,-662800,0,0,0,0,2,23,28,268,224,424
159000,159000.0,-655400,-655400.0,-655400,0,0,0,1,1,18,27,261,194,449
149600,149600.0,-664800,-664800.0,-664800,0,0,0,0,1,22,48,270,181,456
149600,149600.0,-664800,-664800.0,-664800,0,0,0,0,4,19,26,248,195,442
147000,147000.0,-667400,-667400.0,-667400,0,0,0,0,1,24,31,255,200,459
348200,348200.0,-466200,-466200.0,-466200,0,0,1,1,9,23,39,236,205,436
288000,288000.0,-526400,-526400.0,-526400,0,0,1,0,2,15,33,243,175,455
139900,139900.0,-674500,-674500.0,-674500,0,0,0,0,1,24,24,223,211,426
150400,150400.0,-664000,-664000.0,-664000,0,0,0,0,1,19,36,243,215,495
333500,333500.0,-480900,-480900.0,-480900,0,0,1,1,5,18,34,264,205,481
178600,178600.0,-635800,-635800.0,-635800,0,0,0,1,4,17,38,249,202,485
159400,159400.0,-655000,-655000.0,-655000,0,0,0,0,5,17,36,226,196,496
157100,157100.0,-657300,-657300.0,-657300,0,0,0,0,5,18,32,246,213,427
293800,293800.0,-520600,-520600.0,-537300,0,0,1,0,2,19,29,275,181,453
153500,153500.0,-660900,-660900.0,-660900,0,0,0,0,3,18,33,269,205,460
150600,150600.0,-663800,-663800.0,-663800,0,0,0,0,4,14,37,253,199,435
180700,180700.0,-633700,-633700.0,-633700,0,0,0,1,4,26,39,256,189,449
170700,170700.0,-643700,-643700.0,-643700,0,0,0,1,3,21,37,236,213,409
293000,293000.0,-521400,-521400.0,-558500,0,0,1,0,1,18,41,266,181,454
137500,137500.0,-676900,-676900.0,-676900,0,0,0,0,0,17,37,240,210,431
155000,155000.0,-659400,-659400.0,-659400,0,0,0,0,4,16,43,246,211,422
183700,183700.0,-630700,-630700.0,-630700,0,0,0,1,5,21,33,267,204,462
168100,168100.0,-646300,-646300.0,-646300,0,0,0,1,3,17,39,268,197,407
143800,143800.0,-670600,-670600.0,-670600,0,0,0,0,0,24,29,285,203,439
146400,146400.0,-668000,-668000.0,-668000,0,0,0,0,3,23,26,259,177,443
149400,149400.0,-665000,-665000.0,-665000,0,0,0,0,1,23,38,262,205,446
184600,184600.0,-629800,-629800.0,-629800,0,0,0,2,1,16,40,255,190,483
306400,306400.0,-508000,-508000.0,-508000,0,0,1,0,3,18,45,229,217,457
191700,191700.0,-622700,-622700.0,-622700,0,0,0,2,2,24,36,248,192,469
136500,136500.0,-677900,-677900.0,-677900,0,0,0,0,0,21,34,253,182,444
172700,172700.0,-641700,-641700.0,-641700,0,0,0,1,3,20,31,248,197,481
155600,155600.0,-658800,-658800.0,-658800,0,0,0,0,2,21,52,250,196,458
147700,147700.0,-666700,-666700.0,-666700,0,0,0,0,1,18,38,276,203,459
187700,187700.0,-626700,-626700.0,-629300,0,0,0,2,5,15,29,237,192,420
166600,166600.0,-647800,-647800.0,-647800,0,0,0,1,4,19,31,236,180,434
151500,151500.0,-662900,-662900.0,-662900,0,0,0,0,4,14,45,240,188,447
145400,145400.0,-669000,-669000.0,-669000,0,0,0,0,1,22,36,243,197,457
321100,321100.0,-493300,-493300.0,-493300,0,0,1,1,1,21,41,259,221,438
313000,313000.0,-501400,-501400.0,-513400,0,0,1,1,2,16,39,264,177,448
168100,168100.0,-646300,-646300.0,-646300,0,0,0,1,3,17,43,252,191,419
135600,135600.0,-678800,-678800.0,-678800,0,0,0,0,0,18,30,280,186,440
168400,168400.0,-646000,-646000.0,-646000,0,0,0,1,3,13,37,240,216,440
166200,166200.0,-648200,-648200.0,-648200,0,0,0,0,5,22,32,240,239,440
133300,133300.0,-681100,-681100.0,-681100,0,0,0,0,1,15,29,232,190,445
174700,174700.0,-639700,-639700.0,-639700,0,0,0,1,4,15,40,249,196,466
146100,146100.0,-668300,-668300.0,-668300,0,0,0,0,3,18,31,262,194,423
149500,149500.0,-664900,-664900.0,-664900,0,0,0,0,3,24,37,232,196,411
144800,144800.0,-669600,-669600.0,-669600,0,0,0,0,1,9,44,281,228,423
159600,159600.0,-654800,-654800.0,-654800,0,0,0,0,5,19,40,249,211,413
167900,167900.0,-646500,-646500.0,-646500,0,0,0,0,7,19,27,250,216,457
146500,146500.0,-667900,-667900.0,-667900,0,0,0,0,2,17,36,242,207,449
176100,2288615.0,-638300,1474215.0,-150600,0,1,0,1,3,22,32,273,219,426
138900,138900.0,-675500,-675500.0,-675500,0,0,0,0,2,13,27,275,193,436
158700,158700.0,-655700,-655700.0,-655700,0,0,0,0,3,27,36,285,190,442
176900,176900.0,-637500,-637500.0,-637500,0,0,0,1,4,25,31,238,222,403
155700,155700.0,-658700,-658700.0,-658700,0,0,0,0,5,18,32,243,200,442
193400,193400.0,-621000,-621000.0,-621000,0,0,0,3,1,10,35,265,184,441
149500,149500.0,-664900,-664900.0,-664900,0,0,0,0,3,17,51,239,184,428
146200,146200.0,-668200,-668200.0,-668200,0,0,0,0,2,18,41,223,201,449
158400,158400.0,-656000,-656000.0,-656000,0,0,0,1,0,19,34,288,197,414
163400,163400.0,-651000,-651000.0,-651000,0,0,0,0,6,16,41,234,210,448
148300,148300.0,-666100,-666100.0,-666100,0,0,0,0,2,18,38,248,204,451
171800,171800.0,-642600,-642600.0,-642600,0,0,0,1,3,17,37,249,209,447
159800,159800.0,-654600,-654600.0,-654600,0,0,0,1,0,15,45,273,197,431
155300,155300.0,-659100,-659100.0,-659100,0,0,0,0,6,16,31,255,194,418
145500,145500.0,-668900,-668900.0,-668900,0,0,0,0,1,16,37,259,202,476
139100,139100.0,-675300,-675300.0,-675300,0,0,0,0,0,19,37,268,197,429
153800,153800.0,-660600,-660600.0,-660600,0,0,0,0,4,23,27,257,182,465
144800,144800.0,-669600,-669600.0,-669600,0,0,0,0,1,23,30,270,195,444
151600,151600.0,-662800,-662800.0,-662800,0,0,0,0,2,17,48,259,199,451
167700,167700.0,-646700,-646700.0,-646700,0,0,0,1,2,12,33,272,205,487
152300,152300.0,-662100,-662100.0,-662100,0,0,0,0,1,21,48,271,198,456
142100,142100.0,-672300,-672300.0,-672300,0,0,0,0,2,15,38,232,189,459
163300,163300.0,-651100,-651100.0,-651100,0,0,0,1,1,20,25,289,193,458
158300,158300.0,-656100,-656100.0,-656100,0,0,0,0,4,22,42,236,205,433
145500,145500.0,-668900,-668900.0,-668900,0,0,0,0,2,19,43,247,176,452
154700,154700.0,-659700,-659700.0,-659700,0,0,0,0,3,30,39,247,174,436
146800,146800.0,-667600,-667600.0,-667600,0,0,0,0,1,24,36,272,202,416
174100,174100.0,-640300,-640300.0,-640300,0,0,0,1,4,23,33,224,184,473
141600,141600.0,-672800,-672800.0,-672800,0,0,0,0,1,18,36,272,192,432
166800,166800.0,-647600,-647600.0,-647600,0,0,0,1,4,20,30,221,183,441
326500,326500.0,-487900,-487900.0,-487900,0,0,1,1,4,15,39,265,202,460
302500,302500.0,-511900,-511900.0,-511900,0,0,1,0,2,25,37,271,203,420
317400,317400.0,-497000,-497000.0,-497000,0,0,1,0,5,22,35,288,209,452
151400,151400.0,-663000,-663000.0,-663000,0,0,0,0,1,22,44,264,208,442
145600,145600.0,-668800,-668800.0,-668800,0,0,0,0,4,14,28,270,195,412
146200,146200.0,-668200,-668200.0,-668200,0,0,0,0,1,23,35,257,211,419
152900,152900.0,-661500,-661500.0,-661500,0,0,0,0,4,14,33,267,213,432
144400,144400.0,-670000,-670000.0,-670000,0,0,0,0,3,12,34,267,197,431
174000,174000.0,-640400,-640400.0,-640400,0,0,0,1,4,21,28,236,210,444
174500,174500.0,-639900,-639900.0,-639900,0,0,0,1,3,27,38,239,183,452
167900,167900.0,-646500,-646500.0,-646500,0,0,0,1,3,19,30,226,202,457
145400,145400.0,-669000,-669000.0,-669000,0,0,0,0,2,16,39,246,187,470
153500,153500.0,-660900,-660900.0,-660900,0,0,0,0,5,19,32,242,180,453
162400,162400.0,-652000,-652000.0,-652000,0,0,0,0,6,17,29,292,188,464
149000,149000.0,-665400,-665400.0,-665400,0,0,0,0,2,22,34,269,194,441
317400,317400.0,-497000,-497000.0,-601300,0,0,1,1,2,18,41,260,196,434
149600,149600.0,-664800,-664800.0,-664800,0,0,0,0,3,20,33,263,206,409
187300,187300.0,-627100,-627100.0,-627100,0,0,0,2,1,19,41,255,213,436
151300,151300.0,-663100,-663100.0,-663100,0,0,0,0,4,17,37,245,190,444
141400,141400.0,-673000,-673000.0,-673000,0,0,0,0,2,14,21,285,216,421
153900,153900.0,-660500,-660500.0,-660500,0,0,0,0,5,15,29,258,196,453
146800,146800.0,-667600,-667600.0,-667600,0,0,0,0,4,13,35,277,174,439
146800,146800.0,-667600,-667600.0,-667600,0,0,0,0,5,9,27,229,204,451
162800,162800.0,-651600,-651600.0,-651600,0,0,0,1,2,22,30,242,185,440
172300,172300.0,-642100,-642100.0,-642100,0,0,0,1,2,24,31,231,208,480
175100,175100.0,-639300,-639300.0,-639300,0,0,0,1,3,25,34,229,202,462
164000,164000.0,-650400,-650400.0,-650400,0,0,0,1,0,30,32,254,182,454
140200,140200.0,-674200,-674200.0,-674200,0,0,0,0,1,17,39,231,191,457
169700,169700.0,-644700,-644700.0,-644700,0,0,0,1,3,16,33,278,206,427
148400,148400.0,-666000,-666000.0,-666000,0,0,0,0,1,20,33,285,204,459
169900,169900.0,-644500,-644500.0,-644500,0,0,0,1,3,19,45,239,187,434
184200,184200.0,-630200,-630200.0,-630200,0,0,0,2,4,12,29,244,193,440
157200,157200.0,-657200,-657200.0,-657200,0,0,0,1,1,16,30,253,184,463
171600,171600.0,-642800,-642800.0,-642800,0,0,0,1,3,21,28,245,223,425
160500,160500.0,-653900,-653900.0,-653900,0,0,0,0,4,20,41,252,199,471
180600,180600.0,-633800,-633800.0,-633800,0,0,0,2,2,12,31,257,210,429
143700,143700.0,-670700,-670700.0,-670700,0,0,0,0,1,20,38,257,199,430
146900,146900.0,-667500,-667500.0,-667500,0,0,0,0,2,17,32,267,192,474
162100,162100.0,-652300,-652300.0,-652300,0,0,0,1,1,22,36,248,182,449
155000,155000.0,-659400,-659400.0,-659400,0,0,0,0,4,15,42,270,195,442
137600,137600.0,-676800,-676800.0,-676800,0,0,0,0,4,6,23,282,172,450
144900,144900.0,-669500,-669500.0,-669500,0,0,0,0,1,22,30,233,206,468
149500,149500.0,-664900,-664900.0,-664900,0,0,0,1,1,11,34,282,151,447
147300,147300.0,-667100,-667100.0,-667100,0,0,0,0,5,15,25,251,167,468
171600,171600.0,-642800,-642800.0,-642800,0,0,0,1,2,28,38,246,205,404
140500,140500.0,-673900,-673900.0,-673900,0,0,0,0,1,17,30,279,192,446
156300,156300.0,-658100,-658100.0,-658100,0,0,0,0,3,20,44,265,186,470
152800,152800.0,-661600,-661600.0,-664800,0,0,0,0,5,13,33,259,209,415
174400,174400.0,-640000,-640000.0,-640000,0,0,0,1,4,15,33,278,208,438
149900,149900.0,-664500,-664500.0,-664500,0,0,0,0,4,8,37,248,200,479
191100,191100.0,-623300,-623300.0,-623300,0,0,0,2,2,22,41,250,186,469
166000,166000.0,-648400,-648400.0,-648800,0,0,0,0,6,28,28,235,206,437
150900,150900.0,-663500,-663500.0,-663500,0,0,0,0,4,22,27,255,191,428
162400,162400.0,-652000,-652000.0,-652000,0,0,0,1,1,16,28,270,209,456
152400,152400.0,-662000,-662000.0,-662000,0,0,0,0,4,19,38,251,190,429
164400,164400.0,-650000,-650000.0,-650000,0,0,0,1,3,13,27,280,198,436
141800,141800.0,-672600,-672600.0,-672600,0,0,0,0,3,15,25,256,192,438
167900,167900.0,-646500,-646500.0,-646500,0,0,0,1,1,21,30,256,211,473
143100,143100.0,-671300,-671300.0,-671300,0,0,0,0,1,15,32,236,223,461
148000,148000.0,-666400,-666400.0,-666400,0,0,0,0,2,16,31,269,212,455
172700,172700.0,-641700,-641700.0,-641700,0,0,0,1,2,23,41,259,187,466
149300,149300.0,-665100,-665100.0,-665100,0,0,0,0,2,22,30,272,192,461
180000,180000.0,-634400,-634400.0,-634400,0,0,0,2,0,19,42,270,184,442
178500,178500.0,-635900,-635900.0,-635900,0,0,0,1,5,22,26,272,211,411
140300,140300.0,-674100,-674100.0,-674100,0,0,0,0,2,16,36,260,173,445
168600,168600.0,-645800,-645800.0,-645800,0,0,0,1,2,20,38,240,200,454
172700,172700.0,-641700,-641700.0,-641700,0,0,0,1,2,28,39,239,179,470
148500,148500.0,-665900,-665900.0,-665900,0,0,0,0,2,13,40,270,215,441
163500,163500.0,-650900,-650900.0,-650900,0,0,0,1,2,19,25,276,187,453
140300,140300.0,-674100,-674100.0,-674100,0,0,0,0,1,19,29,286,190,429
142500,142500.0,-671900,-671900.0,-671900,0,0,0,0,2,13,44,234,203,425
164600,164600.0,-649800,-649800.0,-649800,0,0,0,1,2,13,38,250,199,462
164700,164700.0,-649700,-649700.0,-649700,0,0,0,1,0,16,45,269,211,448
158200,158200.0,-656200,-656200.0,-656200,0,0,0,0,3,22,43,260,205,444
200600,200600.0,-613800,-613800.0,-613800,0,0,0,3,0,20,42,249,186,457
154400,154400.0,-660000,-660000.0,-660000,0,0,0,0,4,19,34,276,184,452
152000,152000.0,-662400,-662400.0,-662400,0,0,0,0,2,26,39,258,192,434
170500,170500.0,-643900,-643900.0,-643900,0,0,0,1,2,22,31,261,203,458
206100,206100.0,-608300,-608300.0,-608300,0,0,0,3,2,21,40,259,182,430
157800,157800.0,-656600,-656600.0,-656600,0,0,0,0,3,24,33,264,199,472
296800,296800.0,-517600,-517600.0,-517600,0,0,1,0,2,22,35,249,172,479
159300,159300.0,-655100,-655100.0,-655100,0,0,0,0,3,24,38,261,211,446
144600,144600.0,-669800,-669800.0,-669800,0,0,0,0,0,25,40,276,182,446
165600,165600.0,-648800,-648800.0,-648800,0,0,0,0,5,23,38,290,193,444
156000,156000.0,-658400,-658400.0,-658400,0,0,0,0,3,23,38,245,215,429
148600,148600.0,-665800,-665800.0,-665800,0,0,0,0,2,19,41,239,203,445
192900,192900.0,-621500,-621500.0,-621500,0,0,0,2,3,15,28,257,207,506
150400,150400.0,-664000,-664000.0,-664000,0,0,0,0,2,20,33,250,204,474
180300,180300.0,-634100,-634100.0,-634100,0,0,0,1,5,16,32,276,195,481
165000,165000.0,-649400,-649400.0,-649400,0,0,0,1,1,14,43,268,197,464
145600,145600.0,-668800,-668800.0,-668800,0,0,0,0,1,23,31,232,216,444
153800,153800.0,-660600,-660600.0,-660600,0,0,0,0,1,29,37,245,210,453
